biosample	biosample_id	organism	taxid	title	Assembly_method	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	ENA_first_public	ENA_last_update	External_Id	GUNC_clade_separation_score	GUNC_contamination_score	GUNC_reference_representation_score	GUNC_version	Genome_Coverage	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Isolate_code	Isolate_name	MAG_coverage_software	SPIRE_genome_cluster	SPIRE_genome_id	Sequencing_Method	Submitter_Id	Version	age	assembly_quality	assembly_software	binning_parameters	binning_software	biomaterial_provider	biome	broad-scale_environmental_context	coll_site_geo_feat	collected_by	collection-date	collection_date	common_name	completeness_score	completeness_software	contamination_score	contig_N50	country	cultivar	culture-collection	culture_collection	depth	derived-from	derived-from-SRA	derived_from	derived_from_assembly	ecotype	elev	env_biome	env_broad_scale	env_feature	env_local_scale	env_material	env_medium	environmental-sample	environmental_medium	feature	food_product_type	genotype	geo_loc_name	geographic_location__country_and_or_sea_	geographic_location__latitude_	geographic_location__longitude_	geographic_location__region_and_locality_	host	host_common_name	host_genotype	host_health_state	host_scientific_name	host_taxid	host_tissue_sampled	identified_by	ifsac_category	isol_growth_condt	isolate	isolate_name_alias	isolation-source	isolation_source	lat_lon	linked_to_SPIRE_sample	linked_to_SPIRE_study	linked_to_analysis_project	local_environmental_context	material	metagenome-source	metagenome_source	metagenomic	metagenomic_source	note	num_replicons	number_of_contigs	plant_body_site	project_name	ref_biomaterial	replicate	sample-type	sample_code	sample_derived_from	sample_name	sample_type	scientific_name	soil_horizon	strain	subsrc_note	taxonomic_classification	taxonomic_classification_software	taxonomic_identity_marker	temp	tissue	type-material
SAMEA104473026	9555809	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:50Z	2018-06-18T18:20:06Z			SAMEA104473026							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:50Z	2018-06-18T18:20:06Z	public							p6.G5														Pseudomonas sp. 286																																																																		p6.G5		Pseudomonas sp. 286									
SAMEA104473027	9555810	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:50Z	2018-06-18T18:20:06Z			SAMEA104473027							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:50Z	2018-06-18T18:20:06Z	public							p6.G6														Pseudomonas sp. 286																																																																		p6.G6		Pseudomonas sp. 286									
SAMEA104473028	9555811	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:50Z	2018-06-18T18:20:06Z			SAMEA104473028							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:50Z	2018-06-18T18:20:06Z	public							p6.G8														Pseudomonas sp. 286																																																																		p6.G8		Pseudomonas sp. 286									
SAMEA104473029	9555812	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:50Z	2018-06-18T18:20:06Z			SAMEA104473029							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:50Z	2018-06-18T18:20:06Z	public							p6.G9														Pseudomonas sp. 286																																																																		p6.G9		Pseudomonas sp. 286									
SAMEA104473030	9555813	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:51Z	2018-06-18T18:20:06Z			SAMEA104473030							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:51Z	2018-06-18T18:20:06Z	public							p6.H10														Pseudomonas sp. 286																																																																		p6.H10		Pseudomonas sp. 286									
SAMEA104473031	9555814	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:51Z	2018-06-18T18:20:06Z			SAMEA104473031							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:51Z	2018-06-18T18:20:06Z	public							p6.H11														Pseudomonas sp. 286																																																																		p6.H11		Pseudomonas sp. 286									
SAMEA104473032	9555815	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:51Z	2018-06-18T18:20:06Z			SAMEA104473032							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:51Z	2018-06-18T18:20:06Z	public							p6.H1														Pseudomonas sp. 286																																																																		p6.H1		Pseudomonas sp. 286									
SAMEA104473033	9555816	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:52Z	2018-06-18T18:20:06Z			SAMEA104473033							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:52Z	2018-06-18T18:20:06Z	public							p6.H2														Pseudomonas sp. 286																																																																		p6.H2		Pseudomonas sp. 286									
SAMEA104473034	9555817	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:52Z	2018-06-18T18:20:06Z			SAMEA104473034							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:52Z	2018-06-18T18:20:06Z	public							p6.H5														Pseudomonas sp. 286																																																																		p6.H5		Pseudomonas sp. 286									
SAMEA104473035	9555818	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:52Z	2018-06-18T18:20:06Z			SAMEA104473035							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:52Z	2018-06-18T18:20:06Z	public							p6.H6														Pseudomonas sp. 286																																																																		p6.H6		Pseudomonas sp. 286									
SAMEA104473036	9555819	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:52Z	2018-06-18T18:20:06Z			SAMEA104473036							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:52Z	2018-06-18T18:20:06Z	public							p6.H7														Pseudomonas sp. 286																																																																		p6.H7		Pseudomonas sp. 286									
SAMEA104473037	9555820	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:53Z	2018-06-18T18:20:06Z			SAMEA104473037							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:53Z	2018-06-18T18:20:06Z	public							p6.H8														Pseudomonas sp. 286																																																																		p6.H8		Pseudomonas sp. 286									
SAMEA104473038	9555821	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:53Z	2018-06-18T18:20:06Z			SAMEA104473038							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:53Z	2018-06-18T18:20:06Z	public							p6.H9														Pseudomonas sp. 286																																																																		p6.H9		Pseudomonas sp. 286									
SAMEA104473039	9555822	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:53Z	2018-06-18T18:20:05Z			SAMEA104473039							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:53Z	2018-06-18T18:20:05Z	public							p7.A10														Pseudomonas sp. 286																																																																		p7.A10		Pseudomonas sp. 286									
SAMEA104473040	9555823	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:54Z	2018-06-18T18:20:05Z			SAMEA104473040							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:54Z	2018-06-18T18:20:05Z	public							p7.A11														Pseudomonas sp. 286																																																																		p7.A11		Pseudomonas sp. 286									
SAMEA104473041	9555824	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:54Z	2018-06-18T18:20:05Z			SAMEA104473041							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:54Z	2018-06-18T18:20:05Z	public							p7.A12														Pseudomonas sp. 286																																																																		p7.A12		Pseudomonas sp. 286									
SAMEA104473042	9555825	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:55Z	2018-06-18T18:20:05Z			SAMEA104473042							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:55Z	2018-06-18T18:20:05Z	public							p7.A1														Pseudomonas sp. 286																																																																		p7.A1		Pseudomonas sp. 286									
SAMEA104473043	9555826	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:55Z	2018-06-18T18:20:05Z			SAMEA104473043							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:55Z	2018-06-18T18:20:05Z	public							p7.A2														Pseudomonas sp. 286																																																																		p7.A2		Pseudomonas sp. 286									
SAMEA104473044	9555827	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:55Z	2018-06-18T18:20:05Z			SAMEA104473044							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:55Z	2018-06-18T18:20:05Z	public							p7.A3														Pseudomonas sp. 286																																																																		p7.A3		Pseudomonas sp. 286									
SAMEA104473045	9555828	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:56Z	2018-06-18T18:20:05Z			SAMEA104473045							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:56Z	2018-06-18T18:20:05Z	public							p7.A4														Pseudomonas sp. 286																																																																		p7.A4		Pseudomonas sp. 286									
SAMEA104473046	9555829	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:56Z	2018-06-18T18:20:05Z			SAMEA104473046							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:56Z	2018-06-18T18:20:05Z	public							p7.A5														Pseudomonas sp. 286																																																																		p7.A5		Pseudomonas sp. 286									
SAMEA104473047	9555830	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:56Z	2018-06-18T18:20:05Z			SAMEA104473047							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:56Z	2018-06-18T18:20:05Z	public							p7.A6														Pseudomonas sp. 286																																																																		p7.A6		Pseudomonas sp. 286									
SAMEA104473048	9555831	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:57Z	2018-06-18T18:20:05Z			SAMEA104473048							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:57Z	2018-06-18T18:20:05Z	public							p7.A7														Pseudomonas sp. 286																																																																		p7.A7		Pseudomonas sp. 286									
SAMEA104473049	9555832	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:57Z	2018-06-18T18:20:05Z			SAMEA104473049							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:57Z	2018-06-18T18:20:05Z	public							p7.A8														Pseudomonas sp. 286																																																																		p7.A8		Pseudomonas sp. 286									
SAMEA104473050	9555833	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:57Z	2018-06-18T18:20:05Z			SAMEA104473050							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:57Z	2018-06-18T18:20:05Z	public							p7.A9														Pseudomonas sp. 286																																																																		p7.A9		Pseudomonas sp. 286									
SAMEA104473051	9555834	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:58Z	2018-06-18T18:20:05Z			SAMEA104473051							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:58Z	2018-06-18T18:20:05Z	public							p7.B10														Pseudomonas sp. 286																																																																		p7.B10		Pseudomonas sp. 286									
SAMEA104473052	9555835	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:58Z	2018-06-18T18:20:05Z			SAMEA104473052							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:58Z	2018-06-18T18:20:05Z	public							p7.B11														Pseudomonas sp. 286																																																																		p7.B11		Pseudomonas sp. 286									
SAMEA104473053	9555836	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:58Z	2018-06-18T18:20:05Z			SAMEA104473053							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:58Z	2018-06-18T18:20:05Z	public							p7.B1														Pseudomonas sp. 286																																																																		p7.B1		Pseudomonas sp. 286									
SAMEA104473054	9555837	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:58Z	2018-06-18T18:20:05Z			SAMEA104473054							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:58Z	2018-06-18T18:20:05Z	public							p7.B2														Pseudomonas sp. 286																																																																		p7.B2		Pseudomonas sp. 286									
SAMEA104473055	9555838	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:59Z	2018-06-18T18:20:05Z			SAMEA104473055							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:59Z	2018-06-18T18:20:05Z	public							p7.B3														Pseudomonas sp. 286																																																																		p7.B3		Pseudomonas sp. 286									
SAMEA104473056	9555839	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:59Z	2018-06-18T18:20:05Z			SAMEA104473056							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:59Z	2018-06-18T18:20:05Z	public							p7.B4														Pseudomonas sp. 286																																																																		p7.B4		Pseudomonas sp. 286									
SAMEA104473057	9555840	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:52:59Z	2018-06-18T18:20:05Z			SAMEA104473057							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:52:59Z	2018-06-18T18:20:05Z	public							p7.B5														Pseudomonas sp. 286																																																																		p7.B5		Pseudomonas sp. 286									
SAMEA104473058	9555841	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:00Z	2018-06-18T18:20:05Z			SAMEA104473058							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:00Z	2018-06-18T18:20:05Z	public							p7.B6														Pseudomonas sp. 286																																																																		p7.B6		Pseudomonas sp. 286									
SAMEA104473059	9555842	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:00Z	2018-06-18T18:20:05Z			SAMEA104473059							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:00Z	2018-06-18T18:20:05Z	public							p7.B7														Pseudomonas sp. 286																																																																		p7.B7		Pseudomonas sp. 286									
SAMEA104473060	9555843	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:00Z	2018-06-18T18:20:05Z			SAMEA104473060							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:00Z	2018-06-18T18:20:05Z	public							p7.B8														Pseudomonas sp. 286																																																																		p7.B8		Pseudomonas sp. 286									
SAMEA104473061	9555844	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:01Z	2018-06-18T18:20:05Z			SAMEA104473061							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:01Z	2018-06-18T18:20:05Z	public							p7.C12														Pseudomonas sp. 286																																																																		p7.C12		Pseudomonas sp. 286									
SAMEA104473062	9555845	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:01Z	2018-06-18T18:20:05Z			SAMEA104473062							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:01Z	2018-06-18T18:20:05Z	public							p7.C1														Pseudomonas sp. 286																																																																		p7.C1		Pseudomonas sp. 286									
SAMEA104473063	9555846	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:01Z	2018-06-18T18:20:05Z			SAMEA104473063							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:01Z	2018-06-18T18:20:05Z	public							p7.C2														Pseudomonas sp. 286																																																																		p7.C2		Pseudomonas sp. 286									
SAMEA104473064	9555847	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:02Z	2018-06-18T18:20:05Z			SAMEA104473064							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:02Z	2018-06-18T18:20:05Z	public							p7.C3														Pseudomonas sp. 286																																																																		p7.C3		Pseudomonas sp. 286									
SAMEA104473065	9555848	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:02Z	2018-06-18T18:20:05Z			SAMEA104473065							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:02Z	2018-06-18T18:20:05Z	public							p7.C4														Pseudomonas sp. 286																																																																		p7.C4		Pseudomonas sp. 286									
SAMEA104473066	9555849	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:02Z	2018-06-18T18:20:05Z			SAMEA104473066							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:02Z	2018-06-18T18:20:05Z	public							p7.C5														Pseudomonas sp. 286																																																																		p7.C5		Pseudomonas sp. 286									
SAMEA104473067	9555850	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:02Z	2018-06-18T18:20:05Z			SAMEA104473067							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:02Z	2018-06-18T18:20:05Z	public							p7.C6														Pseudomonas sp. 286																																																																		p7.C6		Pseudomonas sp. 286									
SAMEA104473068	9555851	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:03Z	2018-06-18T18:20:05Z			SAMEA104473068							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:03Z	2018-06-18T18:20:05Z	public							p7.C7														Pseudomonas sp. 286																																																																		p7.C7		Pseudomonas sp. 286									
SAMEA104473069	9555852	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:03Z	2018-06-18T18:20:05Z			SAMEA104473069							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:03Z	2018-06-18T18:20:05Z	public							p7.C8														Pseudomonas sp. 286																																																																		p7.C8		Pseudomonas sp. 286									
SAMEA104473070	9555853	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:03Z	2018-06-18T18:20:05Z			SAMEA104473070							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:03Z	2018-06-18T18:20:05Z	public							p7.C9														Pseudomonas sp. 286																																																																		p7.C9		Pseudomonas sp. 286									
SAMEA104473071	9555854	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:03Z	2018-06-18T18:20:05Z			SAMEA104473071							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:03Z	2018-06-18T18:20:05Z	public							p7.D10														Pseudomonas sp. 286																																																																		p7.D10		Pseudomonas sp. 286									
SAMEA104473072	9555855	Pseudomonas viridiflava		Sample from Pseudomonas viridiflava		ERC000011	2018-06-26T11:53:04Z	2018-06-18T18:20:05Z			SAMEA104473072							MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	2018-06-26T11:53:04Z	2018-06-18T18:20:05Z	public							p7.D12														Pseudomonas sp. 286																																																																		p7.D12		Pseudomonas sp. 286									
